Sample	tau0	mtheta	nspecies
227	0.016471	0.00842877777777778	5
228	0.01556	0.0121896666666667	5
229	0.014823	0.0135136666666667	5
230	0.01367	0.008717	6
231	0.014273	0.00855666666666667	5
232	0.01491	0.010567	5
233	0.015878	0.0106357272727273	6
234	0.013483	0.0112701818181818	6
235	0.012535	0.0103299090909091	6
236	0.011904	0.00929145454545455	6
237	0.012845	0.0124892727272727	6
238	0.010637	0.0104610909090909	6
239	0.011472	0.0119876363636364	6
240	0.011926	0.00946366666666667	5
241	0.013326	0.0109225555555556	5
242	0.013956	0.0101498888888889	5
243	0.017414	0.011154	6
244	0.013419	0.0138693636363636	6
245	0.011098	0.00743277777777778	5
246	0.011047	0.0100526666666667	5
247	0.013256	0.0110954444444444	5
248	0.011333	0.0135847272727273	6
249	0.011094	0.0125350909090909	6
250	0.009977	0.0126216363636364	6
251	0.01194	0.00945677777777778	5
252	0.016365	0.00787072727272727	6
253	0.016533	0.00837522222222222	5
254	0.015426	0.00820133333333333	5
255	0.015471	0.00938066666666667	5
256	0.014528	0.0105357272727273	6
257	0.015777	0.0113394545454545	6
258	0.015391	0.00772711111111111	5
259	0.012738	0.008982	5
260	0.015405	0.010088	5
261	0.014448	0.0118506666666667	5
262	0.0158	0.0100522222222222	5
263	0.016281	0.0101637777777778	5
264	0.012659	0.0124911111111111	5
265	0.013306	0.012169	5
266	0.014625	0.0120147777777778	5
267	0.011042	0.0102102222222222	5
268	0.011277	0.0130417272727273	6
269	0.015902	0.0124408888888889	5
270	0.011966	0.00787966666666667	5
271	0.014006	0.00739944444444444	5
272	0.011986	0.009531	5
273	0.015717	0.0111700909090909	6
274	0.012941	0.0104622222222222	5
275	0.016155	0.00817866666666667	5
276	0.016075	0.0134116363636364	6
277	0.011886	0.0107726666666667	5
278	0.010632	0.0109673636363636	6
279	0.011508	0.0108041111111111	5
280	0.013578	0.010513	5
281	0.014086	0.00994766666666667	5
282	0.015066	0.00832377777777778	5
283	0.014484	0.0118015555555556	5
284	0.01262	0.0104216666666667	5
285	0.011181	0.0153943333333333	5
286	0.013563	0.0118474444444444	5
287	0.01311	0.008946	5
288	0.016998	0.011317	5
289	0.015128	0.00813711111111111	5
290	0.014334	0.0102763333333333	5
291	0.014087	0.0118218181818182	6
292	0.013284	0.0140206363636364	6
293	0.010547	0.0112768181818182	6
294	0.012085	0.00977211111111111	5
295	0.012842	0.0120291818181818	6
296	0.012227	0.0107191818181818	6
297	0.015553	0.00925172727272727	6
298	0.01262	0.0122241818181818	6
299	0.013065	0.00916744444444445	5
300	0.010995	0.00943711111111111	5
301	0.014185	0.00907511111111111	5
302	0.014115	0.00975911111111111	5
303	0.014326	0.0104188888888889	5
304	0.014366	0.010216	5
305	0.01137	0.0140577777777778	5
306	0.014733	0.0103643333333333	5
307	0.012118	0.0118747272727273	6
308	0.0126	0.0113927272727273	6
309	0.018333	0.00909609090909091	6
310	0.013709	0.008991	5
311	0.017397	0.00907933333333333	5
312	0.013006	0.0103953333333333	5
313	0.017356	0.0113133333333333	5
314	0.015969	0.0145716666666667	5
315	0.010779	0.0141784444444444	5
316	0.008905	0.0162371111111111	5
317	0.014363	0.0148784444444444	5
318	0.01646	0.0133371111111111	5
319	0.011502	0.0166501111111111	5
320	0.012479	0.0105565555555556	5
321	0.01219	0.0102127777777778	5
322	0.01438	0.0102762222222222	5
323	0.01422	0.00804177777777778	5
324	0.01539	0.00956533333333333	5
325	0.013894	0.0111691111111111	5
326	0.01272	0.00901944444444444	5
327	0.013997	0.0115853636363636	6
328	0.013135	0.0107258888888889	5
329	0.014774	0.0126683636363636	6
330	0.014997	0.0106823333333333	5
331	0.010839	0.00927277777777778	5
332	0.011773	0.00779433333333333	5
333	0.014887	0.0110116363636364	6
334	0.015384	0.0100876666666667	5
335	0.014662	0.011121	5
336	0.017073	0.0117878888888889	5
337	0.014735	0.00848988888888889	5
338	0.013472	0.00885366666666667	5
339	0.014995	0.00889655555555556	5
340	0.014737	0.0113797777777778	5
341	0.012875	0.008631	5
342	0.0129	0.00992822222222222	5
343	0.014263	0.00852455555555556	5
344	0.015005	0.0128344444444444	5
345	0.01835	0.0138460909090909	6
346	0.014938	0.00976945454545454	6
347	0.013701	0.009035	6
348	0.018486	0.00771733333333333	5
349	0.016765	0.00933266666666667	5
350	0.016236	0.0100352727272727	6
351	0.01139	0.0108117272727273	6
352	0.012738	0.0106534545454545	6
353	0.014812	0.011609	5
354	0.016575	0.00989518181818182	6
355	0.011727	0.0112622222222222	5
356	0.015016	0.0100902222222222	5
357	0.01539	0.00795511111111111	5
358	0.014112	0.008766	5
359	0.015379	0.00815411111111111	5
360	0.01401	0.0102856666666667	5
361	0.013779	0.00813155555555556	5
362	0.013482	0.0103122222222222	5
363	0.015535	0.00894144444444444	5
364	0.013772	0.00763466666666667	5
365	0.012325	0.00938718181818182	6
366	0.012828	0.0103213333333333	5
367	0.009259	0.0104737777777778	5
368	0.010211	0.011696	5
369	0.018163	0.0145081818181818	6
370	0.013133	0.0136560909090909	6
371	0.012267	0.0149228181818182	6
372	0.014336	0.0172000909090909	6
373	0.012765	0.0126036363636364	6
374	0.013234	0.0112606666666667	5
375	0.011667	0.0108776666666667	5
376	0.013389	0.00963388888888889	5
377	0.014381	0.0118454444444444	5
378	0.018948	0.00899866666666667	5
379	0.014682	0.00939755555555555	5
380	0.014633	0.0103961111111111	5
381	0.0135	0.00829577777777778	5
382	0.011234	0.0134161818181818	6
383	0.018401	0.00893436363636364	6
384	0.012278	0.0120247777777778	5
385	0.014885	0.0111493333333333	5
386	0.011836	0.0114391818181818	6
387	0.01226	0.0111463636363636	6
388	0.009789	0.0144075555555556	5
389	0.010916	0.0107076666666667	5
390	0.014905	0.0110793636363636	6
391	0.013822	0.00943990909090909	6
392	0.012653	0.0113522727272727	6
393	0.011732	0.00848866666666667	5
394	0.013245	0.00865388888888889	5
395	0.013372	0.0100086666666667	5
396	0.016214	0.0122753333333333	5
397	0.01345	0.00815477777777778	5
398	0.01516	0.0107151111111111	5
399	0.015212	0.010196	5
400	0.013617	0.008615	5
401	0.019541	0.00983322222222222	5
402	0.014909	0.00882844444444444	5
403	0.011161	0.0101145555555556	5
404	0.012024	0.0123296363636364	6
405	0.016318	0.0109727272727273	6
406	0.013889	0.0104526363636364	6
407	0.016114	0.00689322222222222	5
408	0.014592	0.0102491818181818	6
409	0.017357	0.0121111111111111	5
410	0.016528	0.0126357777777778	5
411	0.013384	0.0100991111111111	5
412	0.013352	0.0118302222222222	5
413	0.014683	0.00839555555555556	5
414	0.014393	0.0166835555555556	5
415	0.012475	0.00910622222222222	5
416	0.015557	0.0112277777777778	5
417	0.015835	0.0117632222222222	5
418	0.013445	0.00966311111111111	5
419	0.01622	0.0151725555555556	5
420	0.018706	0.0111601111111111	5
421	0.016061	0.00968033333333333	5
422	0.01067	0.0279562222222222	5
423	0.013841	0.0216462222222222	5
424	0.013841	0.0107954444444444	5
425	0.014555	0.009785	6
426	0.011888	0.00896790909090909	6
427	0.018196	0.0106344545454545	6
428	0.015229	0.0107681111111111	5
429	0.013545	0.00892327272727273	6
430	0.017009	0.00750145454545455	6
431	0.01513	0.0102107272727273	6
432	0.012777	0.0111463333333333	5
433	0.012207	0.00925690909090909	6
434	0.015135	0.00904622222222222	5
435	0.014737	0.00926833333333333	5
436	0.014529	0.00947977777777778	5
437	0.013215	0.00831363636363636	6
438	0.015904	0.0135451818181818	6
439	0.013241	0.00859381818181818	6
440	0.015368	0.0127948888888889	5
441	0.015186	0.010903	5
442	0.01296	0.0106404444444444	5
443	0.01345	0.00929866666666667	5
444	0.016949	0.0100314444444444	5
445	0.015287	0.0118515555555556	5
446	0.013968	0.0100384444444444	5
447	0.015195	0.0126730909090909	6
448	0.013549	0.0121210909090909	6
449	0.012167	0.0110010909090909	6
450	0.013182	0.0112507777777778	5
451	0.011982	0.0114152222222222	5
452	0.013387	0.00968944444444444	5
453	0.015529	0.0122553636363636	6
454	0.014931	0.00818536363636364	6
455	0.012015	0.00893288888888889	5
456	0.014336	0.00952566666666667	5
457	0.015529	0.00990333333333333	5
458	0.013794	0.0117007777777778	5
459	0.013606	0.0102761111111111	5
460	0.015186	0.01245	5
461	0.014456	0.0166171111111111	5
462	0.018863	0.00896122222222222	5
463	0.011978	0.0122845454545455	6
464	0.013226	0.0102604444444444	5
465	0.013731	0.00996666666666667	5
466	0.013515	0.00997244444444445	5
467	0.013067	0.00964263636363636	6
468	0.012574	0.0111278888888889	5
469	0.012064	0.010044	5
470	0.01382	0.00847522222222222	5
471	0.016066	0.00920777777777778	5
472	0.012225	0.00955433333333333	5
473	0.009891	0.00848911111111111	5
474	0.010217	0.0130608888888889	5
475	0.010145	0.0105164545454545	6
476	0.010675	0.0121745555555556	5
477	0.017356	0.0120092222222222	5
478	0.011838	0.00924011111111111	5
479	0.011724	0.0119187272727273	6
480	0.014829	0.00923818181818182	6
481	0.013091	0.00821444444444444	5
482	0.013739	0.0105606363636364	6
483	0.014579	0.00979622222222222	5
484	0.012243	0.00961733333333333	5
485	0.017244	0.00902711111111111	5
486	0.016992	0.00960166666666667	5
487	0.011477	0.00910055555555556	5
488	0.01311	0.00791727272727273	6
489	0.013984	0.0103650909090909	6
490	0.010593	0.009161	6
491	0.012018	0.00953309090909091	6
492	0.012241	0.0111505555555556	5
493	0.012142	0.00975390909090909	6
494	0.014182	0.0119088181818182	6
495	0.01184	0.010593	5
496	0.012403	0.0106639090909091	6
497	0.013203	0.00870888888888889	5
498	0.010977	0.00911055555555556	5
499	0.015807	0.00994363636363636	6
500	0.01579	0.00968477777777778	5
501	0.015712	0.00877081818181818	6
502	0.01559	0.0131860909090909	6
503	0.013241	0.00998222222222222	5
504	0.01009	0.00933211111111111	5
505	0.012942	0.0122978888888889	5
506	0.012271	0.0193468888888889	5
507	0.009945	0.0141233333333333	5
508	0.013084	0.00923866666666667	5
509	0.013463	0.00782833333333333	5
510	0.016525	0.00856955555555556	5
511	0.013616	0.009986	6
512	0.015014	0.00942855555555556	5
513	0.013601	0.00902311111111111	5
514	0.010969	0.0115925555555556	5
515	0.00969	0.00899922222222222	5
516	0.009451	0.0107176666666667	5
517	0.009926	0.00974111111111111	5
518	0.012946	0.00708588888888889	5
519	0.012884	0.0103154545454545	6
520	0.015275	0.0104804545454545	6
521	0.016325	0.0103332222222222	5
522	0.013087	0.0133346666666667	5
523	0.013581	0.0100113333333333	5
524	0.01299	0.0112776666666667	5
525	0.01283	0.0141838888888889	5
526	0.01572	0.0165384444444444	5
527	0.016089	0.0126366666666667	5
528	0.013946	0.00911188888888889	5
529	0.01501	0.00969311111111111	5
530	0.013642	0.0119141111111111	5
531	0.012875	0.00795255555555556	5
532	0.0154	0.00960481818181818	6
533	0.013719	0.0109997777777778	5
534	0.013734	0.0124172222222222	5
535	0.013898	0.00941777777777778	5
536	0.014364	0.00966554545454545	6
537	0.011386	0.0123901111111111	5
538	0.012038	0.0145702222222222	5
539	0.013797	0.00936855555555556	5
540	0.015984	0.0105217777777778	5
541	0.015727	0.00932218181818182	6
542	0.014495	0.0115603333333333	5
543	0.016119	0.00950422222222222	5
544	0.014061	0.0112328888888889	5
545	0.016174	0.00841311111111111	5
546	0.014548	0.010525	5
547	0.014097	0.0113173636363636	6
548	0.011791	0.0132047777777778	5
549	0.012723	0.00956318181818182	6
550	0.017154	0.00932763636363636	6
551	0.015823	0.00878772727272727	6
552	0.016525	0.0112152222222222	5
553	0.015036	0.0102025555555556	5
554	0.013671	0.0147856666666667	5
555	0.013477	0.009187	5
556	0.013085	0.00926509090909091	6
557	0.014797	0.016695	5
558	0.013632	0.00822033333333333	5
559	0.013099	0.00831366666666667	5
560	0.009963	0.00951855555555556	5
561	0.012147	0.0148942222222222	5
562	0.011273	0.00875609090909091	6
563	0.014189	0.011026	5
564	0.015932	0.0101271111111111	5
565	0.013362	0.0140257272727273	6
566	0.012786	0.00815733333333333	5
567	0.015152	0.0116835454545455	6
568	0.014432	0.0106646666666667	5
569	0.016115	0.00964133333333333	5
570	0.013348	0.00916018181818182	6
571	0.015707	0.00884977777777778	5
572	0.015232	0.00823644444444444	5
573	0.017064	0.00887611111111111	5
574	0.015458	0.0118937777777778	5
575	0.011605	0.00830477777777778	5
576	0.017219	0.0109138888888889	5
577	0.017212	0.00824355555555556	5
578	0.014991	0.0102803333333333	5
579	0.013397	0.00958466666666667	5
580	0.012471	0.00982788888888889	5
581	0.013891	0.00907966666666667	5
582	0.016436	0.0103814444444444	5
583	0.014556	0.010449	5
584	0.011564	0.00877166666666667	5
585	0.014881	0.0104343333333333	5
586	0.013267	0.0116465454545455	6
587	0.013075	0.00937636363636364	6
588	0.016448	0.00814366666666667	5
589	0.013779	0.0101404444444444	5
590	0.016907	0.00986266666666667	5
591	0.01542	0.00959177777777778	5
592	0.01457	0.011027	5
593	0.013269	0.010177	6
594	0.012297	0.00934318181818182	6
595	0.015214	0.0107880909090909	6
596	0.011963	0.0104670909090909	6
597	0.009425	0.0102517777777778	5
598	0.011278	0.00885133333333333	5
599	0.01069	0.00889722222222222	5
600	0.011361	0.0105846666666667	5
601	0.012581	0.0100787777777778	5
602	0.011352	0.00812	5
603	0.010869	0.00982790909090909	6
604	0.014555	0.009896	5
605	0.016789	0.0106885555555556	5
606	0.013139	0.00954744444444445	5
607	0.010944	0.0114905454545455	6
608	0.014399	0.009601	6
609	0.015176	0.00848744444444445	5
610	0.011419	0.0115703333333333	5
611	0.013556	0.00867733333333333	5
612	0.014535	0.012146	5
613	0.011236	0.0111427777777778	5
614	0.018801	0.00969066666666667	5
615	0.011814	0.007881	5
616	0.010454	0.00829555555555556	5
617	0.013773	0.00968066666666667	5
618	0.015654	0.012286	6
619	0.01278	0.00976872727272727	6
620	0.012273	0.013084	5
621	0.013959	0.00899088888888889	5
622	0.013995	0.00848672727272727	6
623	0.016013	0.00911672727272727	6
624	0.015771	0.00989566666666667	5
625	0.017693	0.00936888888888889	5
626	0.015607	0.0116897272727273	6
627	0.014701	0.0115645454545455	6
628	0.017168	0.0106785555555556	5
629	0.018774	0.00999733333333333	5
630	0.017266	0.00977122222222222	5
631	0.015339	0.0101204545454545	6
632	0.013031	0.0106472727272727	6
633	0.012875	0.0112321111111111	5
634	0.013735	0.0100508888888889	5
635	0.012643	0.0101	6
636	0.012395	0.00690277777777778	5
637	0.011868	0.0112693333333333	5
638	0.015083	0.009224	6
639	0.01583	0.0140795555555556	5
640	0.013184	0.0128914545454545	6
641	0.014711	0.0114285555555556	5
642	0.01423	0.0129154444444444	5
643	0.01264	0.0146286666666667	5
644	0.012834	0.0213192222222222	5
645	0.010356	0.0277273333333333	5
646	0.012889	0.0138593333333333	5
647	0.016382	0.0153465555555556	5
648	0.014627	0.0108536666666667	5
649	0.014161	0.00842544444444444	5
650	0.012434	0.0102402222222222	5
651	0.012948	0.00881722222222222	5
652	0.013347	0.00864311111111111	5
653	0.013144	0.00981536363636364	6
654	0.013724	0.0133027272727273	6
655	0.014539	0.0112483333333333	5
656	0.012562	0.00907	5
657	0.013429	0.0107876666666667	5
658	0.01277	0.0101281111111111	5
659	0.016689	0.00931618181818182	6
660	0.013892	0.00827811111111111	5
661	0.014804	0.0104571818181818	6
662	0.014389	0.00804945454545455	6
663	0.011987	0.0139364444444444	5
664	0.011967	0.0174655555555556	5
665	0.011561	0.00926511111111111	5
666	0.013165	0.00811844444444444	5
667	0.012724	0.0109433333333333	5
668	0.015992	0.00972772727272727	6
669	0.01252	0.0100456363636364	6
670	0.009854	0.0129631818181818	6
671	0.011174	0.00939944444444444	5
672	0.010916	0.0113536666666667	5
673	0.009405	0.0107784444444444	5
674	0.010572	0.00775990909090909	6
675	0.010042	0.00783577777777778	5
676	0.013224	0.0101621818181818	6
677	0.01123	0.0108945454545455	6
678	0.016473	0.00985444444444445	5
679	0.016302	0.009075	5
680	0.016733	0.0109986666666667	5
681	0.015029	0.00967188888888889	5
682	0.015527	0.00920066666666667	5
683	0.012865	0.00811109090909091	6
684	0.01613	0.0102616666666667	5
685	0.012918	0.0101205555555556	5
686	0.012601	0.00902044444444444	5
687	0.016802	0.0117613636363636	6
688	0.012802	0.0119978888888889	5
689	0.010388	0.0112534444444444	5
690	0.009724	0.0106247777777778	5
691	0.013187	0.0111267777777778	5
692	0.015436	0.00892333333333333	5
693	0.014872	0.013142	5
694	0.010006	0.0113366363636364	6
695	0.014734	0.0104719090909091	6
696	0.011787	0.0118837777777778	5
697	0.010474	0.0126503333333333	5
698	0.010197	0.0108707777777778	5
699	0.012982	0.0120274444444444	5
700	0.013463	0.00889066666666667	5
701	0.012638	0.00854844444444445	5
702	0.017887	0.008667	5
703	0.014059	0.00919522222222222	5
704	0.012303	0.0121791111111111	5
705	0.012847	0.00942788888888889	5
706	0.014322	0.00720222222222222	5
707	0.018536	0.00840977777777778	5
708	0.013353	0.0109681111111111	5
709	0.013794	0.00836233333333333	5
710	0.018508	0.0105641111111111	5
711	0.014524	0.00877022222222222	5
712	0.010827	0.009746	5
713	0.016421	0.0125255454545455	6
714	0.016564	0.00726333333333333	5
715	0.014666	0.00936866666666667	5
716	0.014141	0.0106854444444444	5
717	0.011866	0.0122532727272727	6
718	0.011268	0.0115421111111111	5
719	0.011484	0.0117685454545455	6
720	0.012015	0.00951344444444444	5
721	0.012432	0.0127475454545455	6
722	0.013505	0.00982577777777778	5
723	0.012977	0.00877611111111111	5
724	0.019434	0.00960233333333333	5
725	0.015758	0.00899766666666667	5
726	0.015512	0.00910681818181818	6
727	0.010842	0.0105297777777778	5
728	0.017273	0.00988872727272727	6
729	0.015193	0.00960209090909091	6
730	0.016338	0.0119335454545455	6
731	0.014755	0.00895272727272727	6
732	0.015292	0.009635	6
733	0.014231	0.00831236363636364	6
734	0.016854	0.010985	6
735	0.016801	0.0162258181818182	6
736	0.018484	0.01719	5
737	0.016417	0.0172915555555556	5
738	0.015827	0.0150986666666667	5
739	0.015324	0.0154878888888889	5
740	0.014105	0.0152733333333333	5
741	0.016008	0.01121	5
742	0.01183	0.0100713333333333	5
743	0.012075	0.008702	5
744	0.014544	0.011724	5
745	0.013131	0.0126583333333333	5
746	0.015191	0.0118205555555556	5
747	0.01623	0.0118514444444444	5
748	0.013835	0.0115378888888889	5
749	0.014442	0.0128886666666667	5
750	0.019632	0.0112698888888889	5
751	0.014232	0.00855366666666667	5
752	0.015668	0.0112562222222222	5
753	0.015066	0.00973622222222222	5
754	0.014648	0.00999644444444444	5
755	0.011953	0.0106041111111111	5
756	0.012786	0.0131708888888889	5
757	0.011872	0.0108480909090909	6
758	0.013662	0.0109427777777778	5
759	0.013913	0.0113465555555556	5
760	0.015916	0.00976866666666667	5
761	0.016911	0.00784233333333333	5
762	0.015954	0.00970977777777778	5
763	0.0114	0.00844888888888889	5
764	0.015824	0.00824766666666667	5
765	0.009683	0.00937488888888889	5
766	0.011627	0.0110742222222222	5
767	0.013226	0.00951322222222222	5
768	0.015139	0.0152803333333333	5
769	0.013128	0.0142917777777778	5
770	0.012304	0.0103225555555556	5
771	0.012687	0.0120627777777778	5
772	0.013365	0.00838088888888889	5
773	0.012418	0.0103633333333333	5
774	0.012305	0.0130572222222222	5
775	0.011975	0.00946833333333333	5
776	0.013397	0.0110695454545455	6
777	0.011955	0.00857036363636364	6
778	0.012394	0.00988688888888889	5
779	0.017644	0.0101667777777778	5
780	0.011917	0.009508	5
781	0.014223	0.0129866666666667	5
782	0.015102	0.01411	6
783	0.013366	0.00959244444444445	5
784	0.016846	0.0103770909090909	6
785	0.013563	0.0110491818181818	6
786	0.016879	0.0123553333333333	5
787	0.015107	0.0104994444444444	5
788	0.015748	0.0132106666666667	5
789	0.014888	0.0120272222222222	5
790	0.013178	0.00954822222222222	5
791	0.012654	0.00869545454545455	6
