Sample	tau0	mtheta	nspecies
792	0.010153	0.00909109090909091	6
793	0.013987	0.0111094545454545	6
794	0.014901	0.0117591818181818	6
795	0.01255	0.00987854545454545	6
796	0.015429	0.0112581818181818	6
797	0.013939	0.0131852222222222	5
798	0.013957	0.0147025555555556	5
799	0.013025	0.0144278181818182	6
800	0.014388	0.0130329090909091	6
801	0.014119	0.00899922222222222	5
802	0.011885	0.014305	5
803	0.012224	0.0113703333333333	5
804	0.011643	0.0133155454545455	6
805	0.01265	0.00837822222222222	5
806	0.013988	0.008232	5
807	0.015174	0.00810344444444444	5
808	0.02247	0.0110252222222222	5
809	0.013562	0.0108166666666667	5
810	0.014485	0.009555	5
811	0.014553	0.00827133333333333	5
812	0.012296	0.00830622222222222	5
813	0.01351	0.0105238181818182	6
814	0.016858	0.0120972727272727	6
815	0.012193	0.0109788181818182	6
816	0.01518	0.0101502727272727	6
817	0.014568	0.00827155555555556	5
818	0.016695	0.0117662222222222	5
819	0.016165	0.0116647777777778	5
820	0.011597	0.0102631818181818	6
821	0.014186	0.00926563636363636	6
822	0.018067	0.00989788888888889	5
823	0.018161	0.00926709090909091	6
824	0.011088	0.0114365555555556	5
825	0.0138	0.00986688888888889	5
826	0.016266	0.0100093333333333	5
827	0.014551	0.0107925555555556	5
828	0.017377	0.011344	5
829	0.01592	0.00772611111111111	5
830	0.018645	0.0104643333333333	5
831	0.016364	0.0105895555555556	5
832	0.014076	0.00864972727272727	6
833	0.013173	0.00818411111111111	5
834	0.013728	0.00947211111111111	5
835	0.015941	0.00816472727272727	6
836	0.013635	0.00899145454545455	6
837	0.017271	0.0122921818181818	6
838	0.013306	0.0121192222222222	5
839	0.013389	0.0108495555555556	5
840	0.012239	0.0128617777777778	5
841	0.012195	0.012359	5
842	0.014517	0.010847	5
843	0.013869	0.0113805555555556	5
844	0.01363	0.0117797777777778	5
845	0.014174	0.0106103636363636	6
846	0.017128	0.00832477777777778	5
847	0.014605	0.0106336666666667	5
848	0.013809	0.00774233333333333	5
849	0.013698	0.0110121111111111	5
850	0.015781	0.0116508888888889	5
851	0.013304	0.00849533333333333	5
852	0.017029	0.00885955555555556	5
853	0.017859	0.00767154545454545	6
854	0.014271	0.0103335454545455	6
855	0.012722	0.0102605454545455	6
856	0.011889	0.0120141818181818	6
857	0.010403	0.0114466363636364	6
858	0.010594	0.0128073333333333	5
859	0.009226	0.0111203333333333	5
860	0.010583	0.0125202222222222	5
861	0.01266	0.0102871111111111	5
862	0.013187	0.00973177777777778	5
863	0.00998	0.00890018181818182	6
864	0.011618	0.0117512222222222	5
865	0.011926	0.00952588888888889	5
866	0.011815	0.0119232222222222	5
867	0.013229	0.0132189090909091	6
868	0.013093	0.00931966666666667	5
869	0.016921	0.00986933333333333	5
870	0.013017	0.010358	5
871	0.013655	0.00883077777777778	5
872	0.015617	0.0162809090909091	6
873	0.013526	0.0102053333333333	5
874	0.013825	0.0102977777777778	5
875	0.0139	0.00819218181818182	6
876	0.015649	0.0120448181818182	6
877	0.011704	0.0126725454545455	6
878	0.014839	0.0101548181818182	6
879	0.01315	0.00904236363636364	6
880	0.011874	0.00812445454545455	6
881	0.016835	0.009659	6
882	0.013849	0.0114771818181818	6
883	0.018177	0.00943009090909091	6
884	0.014837	0.00869888888888889	5
885	0.011741	0.0105767777777778	5
886	0.015154	0.0102932222222222	5
887	0.016513	0.00975788888888889	5
888	0.017582	0.0113112222222222	5
889	0.011136	0.00901636363636364	6
890	0.015868	0.010537	6
891	0.014109	0.0103261111111111	5
892	0.013167	0.00797311111111111	5
893	0.015748	0.00946755555555556	5
894	0.011575	0.0145351111111111	5
895	0.014133	0.0113096666666667	5
896	0.01198	0.00973011111111111	5
897	0.014122	0.0114296363636364	6
898	0.015219	0.00892133333333333	5
899	0.017186	0.0112513333333333	5
900	0.017569	0.0122103333333333	5
901	0.012394	0.008688	6
902	0.015783	0.00831209090909091	6
903	0.013169	0.009766	6
904	0.017384	0.0120904545454545	6
905	0.016044	0.0113636666666667	5
906	0.012431	0.0108253333333333	5
907	0.014073	0.00820922222222222	5
908	0.014545	0.0108247272727273	6
909	0.014487	0.00946455555555556	5
910	0.014779	0.00981818181818182	6
911	0.018559	0.00892066666666667	5
912	0.015195	0.00846172727272727	6
913	0.015852	0.00766954545454545	6
914	0.014102	0.00867333333333333	5
915	0.013605	0.0148758888888889	5
916	0.011809	0.0140727777777778	5
917	0.009346	0.00942755555555556	5
918	0.013315	0.00849766666666667	5
919	0.015183	0.0111414444444444	5
920	0.011751	0.0128024444444444	5
921	0.014497	0.00908822222222222	5
922	0.014174	0.00905922222222222	5
923	0.015935	0.0126583333333333	5
924	0.013072	0.0106493333333333	5
925	0.014758	0.0114283333333333	5
926	0.012532	0.00831555555555556	5
927	0.013238	0.0105856666666667	5
928	0.014615	0.00904155555555556	5
929	0.014744	0.00976222222222222	5
930	0.013057	0.0108127777777778	5
931	0.013119	0.0154273333333333	5
932	0.013623	0.0130362222222222	5
933	0.013461	0.009001	6
934	0.014829	0.0116935454545455	6
935	0.013466	0.0118017272727273	6
936	0.016938	0.00879688888888889	5
937	0.015978	0.0119086666666667	5
938	0.012922	0.0139027777777778	5
939	0.011389	0.0122635555555556	5
940	0.015525	0.0114758888888889	5
941	0.012055	0.0137933333333333	5
942	0.0103	0.0118969090909091	6
943	0.010482	0.0111931111111111	5
944	0.011786	0.00974377777777778	5
945	0.013356	0.0135905555555556	5
946	0.016056	0.00940966666666667	5
947	0.01401	0.00871555555555556	5
948	0.014925	0.00937022222222222	5
949	0.016474	0.0105277777777778	5
950	0.013689	0.00848588888888889	5
951	0.015456	0.00794172727272727	6
952	0.015127	0.00990044444444444	5
953	0.013778	0.00931588888888889	5
954	0.01318	0.008185	5
955	0.01444	0.00981644444444445	5
956	0.015023	0.0117207777777778	5
957	0.01187	0.0115102222222222	5
958	0.011713	0.0121354545454545	6
959	0.011757	0.0169013333333333	5
960	0.013913	0.00809766666666667	5
961	0.014637	0.0117912222222222	5
962	0.014981	0.00908322222222222	5
963	0.017361	0.007652	5
964	0.01096	0.00999733333333333	5
965	0.01313	0.00904955555555556	5
966	0.015572	0.0107584444444444	5
967	0.018501	0.00923811111111111	5
968	0.014694	0.00967366666666667	5
969	0.013951	0.00921044444444444	5
970	0.010007	0.0137942222222222	5
971	0.010956	0.010541	5
972	0.011099	0.00925588888888889	5
973	0.009802	0.0101056666666667	5
974	0.011303	0.0104617272727273	6
975	0.015229	0.00983922222222222	5
976	0.01857	0.00996190909090909	6
977	0.014395	0.0131497777777778	5
978	0.014336	0.00946033333333333	5
979	0.012704	0.0110704444444444	5
980	0.013798	0.01071	5
981	0.015502	0.00792855555555556	5
982	0.017815	0.0117782727272727	6
983	0.011948	0.011777	6
984	0.015751	0.00917222222222222	5
985	0.013446	0.0159818888888889	5
986	0.013354	0.00905633333333333	5
987	0.01168	0.00994711111111111	5
988	0.013555	0.00896133333333333	5
989	0.013241	0.00920381818181818	6
990	0.011383	0.00745727272727273	6
991	0.014817	0.00871533333333333	5
992	0.014172	0.0119493333333333	5
993	0.012353	0.013974	5
994	0.015585	0.0150977777777778	5
995	0.013008	0.009651	5
996	0.016575	0.00896344444444444	5
997	0.014197	0.0112766666666667	5
998	0.013211	0.0106531111111111	5
