Sample	theta_1A	theta_2B	theta_3C.D	theta_4E	theta_5H	theta_6AEC.DBH	theta_7AEC.DB	theta_8EC.DB	theta_9EC.D	tau_6AEC.DBH	tau_7AEC.DB	tau_8EC.DB	tau_9EC.D	lnL
569	0.003948	0.008214	0.00757	0.006536	0.007571	0.006688	0.005757	0.012035	0.023048	0.014417	0.007746	0.003963	0.003164	-7855.597
570	0.005819	0.005243	0.005964	0.005053	0.004898	0.004005	0.015528	0.00873	0.012409	0.014381	0.004845	0.004183	0.002371	-7854.983
571	0.00602	0.006731	0.006666	0.007507	0.00502	0.013199	0.005535	0.010807	0.010068	0.013024	0.006112	0.004267	0.002453	-7866.173
572	0.006713	0.006149	0.008608	0.008496	0.004746	0.013247	0.008016	0.025	0.013781	0.014158	0.006714	0.004831	0.003053	-7862.654
573	0.004805	0.006061	0.009606	0.003006	0.006185	0.010679	0.009487	0.008403	0.017867	0.012401	0.007542	0.005398	0.003727	-7861.328
574	0.006536	0.006038	0.005398	0.003896	0.00447	0.016627	0.004898	0.009097	0.006996	0.012365	0.007462	0.004324	0.003529	-7864.507
575	0.007658	0.007383	0.006966	0.01191	0.008163	0.013883	0.009679	0.01337	0.008301	0.011171	0.008278	0.004944	0.002938	-7862.043
576	0.004255	0.004093	0.005911	0.004979	0.006376	0.010755	0.005984	0.014815	0.013438	0.011564	0.006087	0.005943	0.002645	-7863.386
577	0.003463	0.005855	0.006092	0.004175	0.005422	0.008135	0.006134	0.031912	0.025132	0.012419	0.006618	0.004803	0.002348	-7846.199
578	0.005178	0.004457	0.005469	0.004235	0.005058	0.012135	0.006029	0.010633	0.005337	0.013781	0.007125	0.003797	0.001703	-7868.421
579	0.009659	0.004064	0.010963	0.004299	0.004837	0.006756	0.005753	0.023275	0.011219	0.014693	0.006563	0.003747	0.003378	-7859.719
580	0.005382	0.005152	0.007796	0.004258	0.003953	0.007521	0.005417	0.006359	0.029578	0.017967	0.009202	0.006432	0.002379	-7875.262
581	0.005317	0.004388	0.009392	0.005642	0.003428	0.007007	0.006189	0.01786	0.011855	0.014561	0.006913	0.003179	0.002161	-7855.955
582	0.004218	0.007604	0.010727	0.00817	0.004768	0.0043	0.006315	0.005765	0.013956	0.013498	0.006962	0.004248	0.002976	-7876.223
583	0.003731	0.004258	0.005893	0.006466	0.005381	0.008083	0.005262	0.009142	0.036842	0.016898	0.007463	0.004375	0.002779	-7860.457
584	0.006104	0.004524	0.006475	0.010312	0.004768	0.006096	0.007416	0.006485	0.012336	0.015317	0.007131	0.005087	0.002268	-7863.677
585	0.004051	0.004585	0.004537	0.005796	0.00299	0.007057	0.009063	0.032415	0.00763	0.01534	0.005086	0.004338	0.001986	-7852.997
586	0.005513	0.004732	0.007256	0.007157	0.004696	0.010022	0.003791	0.022146	0.017309	0.011083	0.006861	0.003946	0.00292	-7864.944
587	0.006191	0.004804	0.007853	0.005582	0.005844	0.013032	0.005018	0.013283	0.01721	0.013356	0.007809	0.004966	0.003267	-7872.374
588	0.00614	0.003607	0.005682	0.002857	0.007426	0.009415	0.005722	0.021787	0.010349	0.014834	0.005328	0.00394	0.002942	-7879.362
589	0.003794	0.005687	0.008502	0.009468	0.004623	0.005579	0.004987	0.01136	0.015086	0.013344	0.006007	0.004641	0.00179	-7870.342
590	0.004393	0.007025	0.006842	0.008237	0.004348	0.009129	0.006846	0.007889	0.009207	0.017707	0.005112	0.004444	0.003894	-7857.6
591	0.004652	0.005371	0.006237	0.011205	0.004428	0.010842	0.00497	0.01107	0.02476	0.012967	0.007102	0.004348	0.002741	-7869.49
592	0.004086	0.00526	0.006045	0.006029	0.00538	0.005493	0.006923	0.027922	0.00556	0.013364	0.006392	0.003082	0.002395	-7864.971
593	0.00822	0.004762	0.008753	0.006455	0.004564	0.00651	0.007549	0.008764	0.007223	0.016262	0.00695	0.005	0.004138	-7869.315
594	0.004887	0.004097	0.006296	0.006692	0.007714	0.008938	0.010135	0.003885	0.011822	0.016889	0.007154	0.004543	0.002927	-7866.032
595	0.003021	0.004815	0.00504	0.004709	0.005429	0.00676	0.015981	0.011146	0.023014	0.016057	0.007002	0.003654	0.003151	-7870.996
596	0.005957	0.00438	0.007605	0.006084	0.007136	0.008436	0.006873	0.018464	0.006188	0.01589	0.005684	0.003847	0.00308	-7846.92
597	0.004633	0.005665	0.007423	0.01859	0.004081	0.007188	0.010535	0.009403	0.011876	0.014904	0.006515	0.003848	0.001762	-7869.873
598	0.005666	0.004044	0.008784	0.003155	0.005653	0.021395	0.00575	0.011285	0.020228	0.012597	0.007618	0.004092	0.002436	-7867.603
599	0.008223	0.004713	0.006687	0.004789	0.003067	0.020483	0.017634	0.013835	0.012003	0.011457	0.006708	0.003321	0.002484	-7876.428
600	0.003719	0.004164	0.005455	0.010275	0.005386	0.016273	0.013809	0.007155	0.010404	0.012327	0.008865	0.005069	0.003862	-7856.677
601	0.006632	0.005772	0.004723	0.008449	0.006731	0.011031	0.006221	0.015048	0.012461	0.01811	0.009044	0.004633	0.002061	-7875.584
602	0.004467	0.006075	0.006017	0.006469	0.005776	0.008896	0.004719	0.008988	0.015905	0.015249	0.007942	0.004435	0.003704	-7871.481
603	0.00496	0.004458	0.005866	0.005958	0.004902	0.009087	0.006892	0.013895	0.011098	0.01312	0.00671	0.004272	0.003324	-7879.745
604	0.004951	0.004527	0.007057	0.005846	0.006691	0.027375	0.006729	0.006172	0.079726	0.014943	0.006675	0.00529	0.00413	-7861.532
605	0.004717	0.003436	0.00864	0.006725	0.00461	0.009893	0.005291	0.012275	0.004888	0.008718	0.006591	0.002818	0.001977	-7848.988
606	0.004578	0.005974	0.006994	0.007546	0.004811	0.011584	0.009403	0.025373	0.009259	0.009665	0.006102	0.004516	0.001952	-7848.435
607	0.00701	0.004127	0.005287	0.008258	0.005175	0.016334	0.008077	0.0166	0.017498	0.0097	0.006438	0.003776	0.003521	-7870.109
608	0.004813	0.004517	0.006486	0.010427	0.006018	0.009924	0.008274	0.016266	0.025898	0.014665	0.005399	0.004395	0.004016	-7848.178
609	0.004403	0.005171	0.006102	0.004667	0.004688	0.01505	0.007224	0.008559	0.028355	0.012541	0.005574	0.003375	0.00322	-7883.568
610	0.004716	0.00463	0.005745	0.005254	0.005257	0.016658	0.008189	0.013842	0.017985	0.014255	0.008851	0.005503	0.003801	-7882.1
611	0.004048	0.004748	0.007576	0.008497	0.007148	0.017701	0.010532	0.009669	0.012715	0.012446	0.006006	0.004892	0.003941	-7869.956
612	0.006494	0.004863	0.006336	0.008497	0.005895	0.006323	0.006912	0.00746	0.011042	0.015091	0.007994	0.005668	0.002666	-7849.329
613	0.006867	0.003958	0.007244	0.00557	0.005532	0.013479	0.006936	0.006596	0.016094	0.011665	0.006266	0.004032	0.001453	-7852.828
614	0.006467	0.005129	0.00812	0.009187	0.004101	0.008979	0.01218	0.008357	0.008432	0.011729	0.006757	0.005088	0.002107	-7867.495
615	0.004067	0.00408	0.004557	0.004498	0.005197	0.013285	0.00485	0.012637	0.025475	0.01231	0.007101	0.002902	0.00235	-7870.824
616	0.007091	0.005827	0.007207	0.006485	0.004449	0.007924	0.005552	0.026927	0.02993	0.014147	0.006617	0.005321	0.001786	-7851.462
617	0.004354	0.004273	0.009783	0.015552	0.005681	0.009364	0.0052	0.00732	0.04866	0.016234	0.006798	0.005631	0.002731	-7863.188
618	0.004897	0.005422	0.007534	0.007049	0.0052	0.020796	0.007901	0.006762	0.017882	0.011113	0.006439	0.004441	0.002369	-7858.1
619	0.007237	0.00561	0.005316	0.020315	0.004791	0.010808	0.006492	0.021503	0.013284	0.0156	0.006767	0.003615	0.002566	-7855.804
620	0.004447	0.003611	0.003459	0.005032	0.005844	0.008224	0.012124	0.015741	0.02048	0.012823	0.00407	0.00309	0.002122	-7853.797
621	0.004117	0.006554	0.004969	0.007005	0.00719	0.014446	0.009661	0.007607	0.017875	0.01156	0.005293	0.005244	0.001668	-7851.801
622	0.005193	0.005197	0.007723	0.005375	0.006233	0.011349	0.004686	0.008882	0.018216	0.014188	0.006698	0.005468	0.002222	-7874.122
623	0.007112	0.004736	0.005136	0.005861	0.004803	0.010941	0.005119	0.011921	0.012123	0.013732	0.007896	0.004601	0.003192	-7865.919
624	0.005712	0.007259	0.005354	0.004951	0.006279	0.011447	0.005102	0.011226	0.008786	0.016764	0.008416	0.004863	0.002421	-7852.868
625	0.004281	0.005731	0.006638	0.0052	0.005945	0.008293	0.008571	0.004327	0.015187	0.013295	0.005615	0.003831	0.002177	-7863.713
626	0.006484	0.004604	0.003917	0.004897	0.005373	0.006625	0.009054	0.020053	0.00594	0.015885	0.006318	0.003811	0.003002	-7889.273
627	0.004723	0.003507	0.005973	0.009439	0.006792	0.012836	0.007271	0.026544	0.008386	0.014399	0.006539	0.005898	0.005357	-7863.627
628	0.004252	0.004972	0.005105	0.00875	0.006956	0.00955	0.007683	0.011805	0.007227	0.011715	0.006059	0.004363	0.002865	-7869.544
629	0.006697	0.007815	0.00928	0.007157	0.004856	0.013279	0.009773	0.014423	0.008572	0.014474	0.008532	0.004882	0.003551	-7877.613
630	0.005174	0.004649	0.006254	0.008008	0.005088	0.012858	0.003524	0.006836	0.008778	0.013284	0.008135	0.004662	0.002887	-7875.33
631	0.00601	0.003616	0.006316	0.006559	0.006801	0.011705	0.009788	0.007287	0.010471	0.012023	0.006301	0.005316	0.003363	-7844.088
632	0.00508	0.005243	0.006283	0.003781	0.004305	0.006026	0.008313	0.00987	0.020327	0.014911	0.00874	0.004107	0.003204	-7861.938
633	0.0066	0.003823	0.006251	0.004502	0.007554	0.008279	0.010695	0.012194	0.012147	0.017818	0.009049	0.005742	0.003382	-7866.016
634	0.004456	0.003907	0.005282	0.006728	0.005816	0.011597	0.006217	0.012251	0.013176	0.014148	0.007864	0.003272	0.002743	-7858.723
635	0.00638	0.004981	0.008501	0.004432	0.005695	0.005146	0.004124	0.011876	0.006132	0.014506	0.008009	0.004927	0.004008	-7867.121
636	0.005758	0.004272	0.00693	0.006011	0.005551	0.01223	0.005919	0.01388	0.010925	0.016913	0.006876	0.003869	0.002792	-7879.978
637	0.003997	0.006894	0.00827	0.008671	0.006513	0.004741	0.017202	0.008171	0.016188	0.014338	0.006805	0.004774	0.004295	-7876.51
638	0.00332	0.004411	0.005633	0.008282	0.005238	0.014898	0.009178	0.02373	0.019858	0.015374	0.007265	0.00383	0.002851	-7863.311
639	0.00248	0.004347	0.005854	0.004423	0.004093	0.00791	0.010436	0.011771	0.006716	0.01124	0.007524	0.00427	0.002246	-7875.705
640	0.005269	0.009066	0.004183	0.007407	0.005869	0.007308	0.010352	0.008223	0.007089	0.012779	0.007245	0.004789	0.004256	-7899.228
641	0.00408	0.004275	0.006088	0.006292	0.00556	0.013863	0.009885	0.017842	0.008717	0.011938	0.006716	0.00346	0.003183	-7857.73
642	0.004238	0.003373	0.005737	0.006329	0.006275	0.008416	0.004164	0.008694	0.007579	0.013077	0.007478	0.004029	0.002225	-7863.987
643	0.004262	0.003404	0.006583	0.007342	0.004893	0.011591	0.005818	0.020531	0.010562	0.012913	0.006295	0.004303	0.002795	-7865.977
644	0.004296	0.003548	0.006816	0.006352	0.005915	0.020106	0.006518	0.020155	0.008649	0.014902	0.007352	0.004443	0.001585	-7845.853
645	0.007002	0.006248	0.004916	0.012953	0.004034	0.010749	0.005717	0.010636	0.009646	0.014851	0.007793	0.003973	0.003849	-7874.959
646	0.003986	0.004792	0.006635	0.003711	0.005428	0.008526	0.012209	0.016305	0.03612	0.016418	0.00682	0.004695	0.003191	-7855.571
647	0.005358	0.003267	0.007675	0.005887	0.006069	0.010051	0.006824	0.008777	0.123753	0.012784	0.006208	0.003122	0.001888	-7868.694
648	0.005072	0.005098	0.004624	0.003356	0.004786	0.015659	0.005113	0.008502	0.040087	0.015665	0.006885	0.004693	0.004107	-7841.617
649	0.006477	0.005699	0.009962	0.005465	0.004201	0.010902	0.008213	0.013855	0.025872	0.01709	0.008023	0.004798	0.004687	-7865.774
650	0.004354	0.004777	0.006875	0.005828	0.005701	0.010856	0.008086	0.015553	0.011723	0.013793	0.006018	0.005031	0.003763	-7860.473
651	0.006238	0.003625	0.005562	0.004808	0.006074	0.00993	0.007408	0.007183	0.011896	0.013155	0.006692	0.004956	0.003279	-7875.066
652	0.004255	0.005073	0.00687	0.004973	0.005374	0.007604	0.008546	0.007462	0.00844	0.014909	0.010161	0.005343	0.00328	-7855.007
653	0.003934	0.00587	0.006197	0.007349	0.005395	0.009769	0.007732	0.005182	0.013273	0.013721	0.005745	0.005413	0.001171	-7850.977
654	0.004888	0.004374	0.006701	0.00406	0.007252	0.015484	0.009254	0.016491	0.005989	0.016341	0.008327	0.005027	0.00351	-7864.891
655	0.003806	0.004583	0.004676	0.010359	0.005666	0.0054	0.009068	0.013187	0.015598	0.016467	0.006852	0.004648	0.003436	-7864.676
656	0.003953	0.006421	0.004277	0.004558	0.004954	0.006097	0.008092	0.028039	0.026981	0.016744	0.007253	0.003727	0.002084	-7856.354
657	0.003758	0.005685	0.007325	0.010362	0.007458	0.00795	0.004937	0.010182	0.024034	0.013367	0.006309	0.003455	0.002784	-7859.88
658	0.004171	0.005642	0.005232	0.006155	0.004593	0.005317	0.006882	0.009012	0.017452	0.01326	0.007268	0.005462	0.001836	-7868.998
659	0.004558	0.004967	0.004028	0.004745	0.00472	0.007681	0.003736	0.012086	0.016772	0.013315	0.007729	0.004425	0.002882	-7865.377
660	0.005178	0.004116	0.005095	0.010508	0.004798	0.010136	0.004606	0.012633	0.024338	0.013216	0.008066	0.004779	0.003897	-7869.741
661	0.00806	0.005483	0.008761	0.008436	0.005257	0.033466	0.004777	0.00779	0.023702	0.012456	0.006317	0.00413	0.004086	-7863.937
662	0.004659	0.004535	0.010934	0.008054	0.004479	0.008947	0.014299	0.012096	0.015896	0.017975	0.007636	0.004797	0.002609	-7870.127
663	0.003997	0.003891	0.008662	0.010075	0.004281	0.009717	0.01057	0.009057	0.009802	0.014275	0.007195	0.004773	0.001731	-7860.021
664	0.004479	0.004416	0.006412	0.005962	0.005068	0.008673	0.007958	0.006903	0.016364	0.015425	0.005808	0.003974	0.003894	-7856.697
665	0.004515	0.004633	0.005672	0.004879	0.006631	0.005181	0.010236	0.0457	0.005538	0.016808	0.005138	0.004169	0.002244	-7860.083
666	0.004591	0.004399	0.004943	0.011703	0.00384	0.008982	0.010672	0.013089	0.00996	0.01184	0.006936	0.003745	0.002351	-7859.307
667	0.005685	0.004555	0.006226	0.006622	0.006316	0.015192	0.005912	0.006302	0.027392	0.012883	0.006724	0.003721	0.001835	-7861.043
668	0.004935	0.005709	0.005147	0.002814	0.005141	0.015543	0.015113	0.006577	0.009603	0.011364	0.006377	0.004249	0.00167	-7852.556
669	0.003872	0.005038	0.009312	0.012471	0.004306	0.011753	0.01053	0.008817	0.016341	0.012219	0.007748	0.004195	0.002553	-7866.427
670	0.003593	0.00537	0.008291	0.005218	0.004048	0.015089	0.009045	0.007176	0.009453	0.013227	0.007327	0.005232	0.00242	-7861.831
671	0.005696	0.002487	0.00851	0.006874	0.005533	0.012213	0.005986	0.011495	0.013042	0.012754	0.006372	0.003785	0.003021	-7871.841
672	0.003816	0.004977	0.006736	0.008021	0.00498	0.015087	0.006482	0.028045	0.012955	0.01075	0.004938	0.004881	0.003033	-7859.229
673	0.005209	0.004485	0.006491	0.005098	0.006459	0.007444	0.006401	0.016784	0.010318	0.010979	0.00577	0.003824	0.00326	-7875.189
674	0.00434	0.004127	0.006032	0.005964	0.004954	0.006794	0.01274	0.008844	0.022436	0.018972	0.00811	0.005126	0.005107	-7874.885
675	0.004982	0.00675	0.007705	0.00626	0.007018	0.016776	0.004477	0.012456	0.009597	0.015553	0.007892	0.004534	0.001557	-7851.32
676	0.005458	0.004531	0.005724	0.008087	0.00533	0.010145	0.004722	0.011922	0.00508	0.01185	0.006533	0.003639	0.00302	-7863.415
677	0.005216	0.005596	0.005141	0.004322	0.006682	0.009904	0.007636	0.01144	0.006943	0.011494	0.006992	0.004696	0.003794	-7868.876
678	0.003607	0.003437	0.009033	0.009911	0.005068	0.009535	0.00877	0.011831	0.011512	0.01384	0.00692	0.004735	0.002782	-7855.51
679	0.004194	0.005655	0.004652	0.006058	0.005319	0.01559	0.009483	0.00702	0.028796	0.01132	0.009067	0.004434	0.001858	-7858.964
680	0.003229	0.005137	0.00686	0.008694	0.006005	0.019698	0.008246	0.019338	0.021965	0.013769	0.007452	0.004474	0.003711	-7852.243
681	0.004724	0.004319	0.006185	0.009457	0.004153	0.010735	0.010342	0.008431	0.012157	0.014328	0.006692	0.004255	0.001501	-7870.072
682	0.003399	0.004227	0.0097	0.004096	0.005891	0.007697	0.005732	0.011478	0.009094	0.013667	0.008151	0.005211	0.002494	-7879.229
683	0.004174	0.003978	0.010991	0.004154	0.003772	0.00872	0.007798	0.011396	0.00671	0.014489	0.007112	0.004365	0.003015	-7858.339
684	0.007174	0.006184	0.007957	0.008318	0.005487	0.008864	0.004788	0.015893	0.041546	0.013978	0.006832	0.004637	0.003562	-7873.807
685	0.006948	0.00479	0.00811	0.006821	0.005815	0.016218	0.009504	0.012622	0.02769	0.015254	0.009346	0.004495	0.003726	-7872.153
686	0.00423	0.006348	0.007186	0.008985	0.004223	0.012103	0.006062	0.009516	0.017736	0.015296	0.007895	0.004791	0.003266	-7859.674
687	0.004843	0.003749	0.005796	0.00432	0.005724	0.019513	0.005541	0.009099	0.009429	0.015164	0.006127	0.00472	0.003609	-7856.871
688	0.005025	0.004517	0.005865	0.004089	0.004632	0.011084	0.004056	0.008052	0.011566	0.015156	0.008193	0.003502	0.001726	-7864.762
689	0.003954	0.004353	0.005703	0.007647	0.005972	0.01837	0.007869	0.011574	0.008342	0.01412	0.007276	0.003662	0.003023	-7870.761
690	0.006446	0.004658	0.004936	0.006331	0.004194	0.013334	0.014951	0.007012	0.01541	0.011024	0.006844	0.004457	0.002443	-7862.142
691	0.004218	0.004954	0.010226	0.007317	0.00441	0.019617	0.008909	0.011254	0.024843	0.015457	0.007307	0.004812	0.003125	-7866.26
692	0.00358	0.003977	0.010931	0.008542	0.008379	0.02367	0.006519	0.011837	0.015092	0.012717	0.008121	0.003928	0.002953	-7867.934
693	0.005019	0.005915	0.008381	0.004878	0.004337	0.00567	0.008024	0.009038	0.015517	0.015907	0.006395	0.005487	0.002468	-7852.011
694	0.00341	0.004307	0.004916	0.005887	0.005104	0.006921	0.005736	0.009578	0.026596	0.015912	0.007778	0.003129	0.002786	-7858.643
695	0.006605	0.007013	0.012516	0.010073	0.006518	0.007325	0.007322	0.02156	0.012801	0.015577	0.005649	0.004795	0.002729	-7872.706
696	0.004925	0.006986	0.007807	0.006938	0.004752	0.019991	0.009294	0.006944	0.031339	0.011176	0.006713	0.004686	0.003121	-7865.501
697	0.006071	0.005511	0.005346	0.009219	0.005318	0.023977	0.01166	0.007194	0.037595	0.014123	0.007471	0.004152	0.001554	-7886.113
698	0.003666	0.004324	0.006914	0.01436	0.005659	0.013074	0.004942	0.026954	0.020511	0.011544	0.006166	0.005808	0.002736	-7864.627
699	0.003818	0.003958	0.004984	0.005933	0.005067	0.010439	0.008214	0.010816	0.021307	0.011344	0.005715	0.004113	0.003149	-7856.608
700	0.004074	0.007831	0.005423	0.005798	0.006084	0.024511	0.003505	0.010652	0.011403	0.009659	0.008584	0.005352	0.002132	-7872.912
701	0.005084	0.006284	0.005611	0.008195	0.004505	0.016358	0.005619	0.00945	0.023982	0.01107	0.008283	0.005222	0.002047	-7871.896
702	0.004271	0.006631	0.008793	0.005302	0.006068	0.008018	0.010112	0.017938	0.011332	0.008936	0.007302	0.005232	0.003522	-7867.911
703	0.004519	0.004067	0.006743	0.005986	0.005715	0.009863	0.004414	0.014394	0.012459	0.009018	0.006506	0.004729	0.003323	-7851.543
704	0.00428	0.006029	0.006898	0.008941	0.007039	0.017462	0.007486	0.018588	0.007498	0.010806	0.006828	0.004834	0.00226	-7859.287
705	0.004615	0.004846	0.005589	0.007345	0.00533	0.009845	0.006874	0.015638	0.01513	0.00934	0.007237	0.005286	0.002218	-7861.387
706	0.004701	0.003842	0.00574	0.006385	0.007075	0.018823	0.005833	0.007314	0.02634	0.010325	0.006593	0.004225	0.00282	-7877.699
707	0.004949	0.005537	0.004872	0.004566	0.006149	0.011211	0.006981	0.007592	0.009213	0.010256	0.007521	0.005149	0.003143	-7855.476
708	0.003782	0.003907	0.005247	0.007598	0.004368	0.011424	0.008514	0.019945	0.012342	0.01263	0.007391	0.004123	0.002282	-7872.172
709	0.006246	0.006604	0.00692	0.004834	0.003383	0.018829	0.008054	0.012702	0.008237	0.010789	0.007642	0.003954	0.003055	-7862.733
710	0.004895	0.005119	0.005741	0.003212	0.005206	0.012169	0.006137	0.019208	0.00731	0.010312	0.005052	0.004345	0.002317	-7880.342
711	0.006261	0.005698	0.004876	0.008615	0.007711	0.025437	0.007739	0.005761	0.007325	0.012316	0.006086	0.005097	0.003669	-7859.251
712	0.004021	0.003952	0.006053	0.005308	0.008474	0.006435	0.00759	0.010609	0.005509	0.014762	0.005823	0.003868	0.002308	-7863.768
713	0.004508	0.003813	0.005827	0.00541	0.006775	0.015818	0.00577	0.03503	0.021311	0.015461	0.006068	0.005021	0.003581	-7879.159
714	0.005842	0.00386	0.005816	0.012921	0.004331	0.011754	0.006202	0.006046	0.008895	0.012651	0.007795	0.005	0.002301	-7870.814
715	0.006412	0.004396	0.006807	0.004258	0.004033	0.01753	0.008522	0.015881	0.009726	0.014762	0.007465	0.003617	0.002476	-7867.734
716	0.003899	0.006725	0.005511	0.004407	0.003559	0.006661	0.00724	0.01983	0.01567	0.016009	0.007844	0.004812	0.002041	-7844.147
717	0.004976	0.005578	0.007152	0.00714	0.004391	0.015128	0.006303	0.010101	0.008387	0.011986	0.007238	0.005079	0.003009	-7869.897
718	0.00469	0.00562	0.007982	0.005197	0.006007	0.009204	0.006277	0.009858	0.009812	0.013767	0.006181	0.0041	0.002459	-7856.449
719	0.005019	0.004589	0.009274	0.009231	0.006792	0.007351	0.009132	0.008178	0.01481	0.016557	0.006436	0.005564	0.00312	-7863.248
720	0.004316	0.003716	0.008634	0.010358	0.004421	0.013038	0.007967	0.004948	0.027013	0.016596	0.007495	0.004707	0.004101	-7896.229
721	0.005377	0.005484	0.004751	0.008066	0.004747	0.017655	0.007417	0.01342	0.015005	0.011773	0.00521	0.003874	0.001502	-7861.513
722	0.005623	0.004529	0.008541	0.004113	0.004022	0.015931	0.005656	0.031698	0.009202	0.011589	0.007061	0.003223	0.002812	-7876.886
723	0.004514	0.004081	0.005145	0.008718	0.005362	0.019636	0.007977	0.020029	0.032266	0.010812	0.006899	0.00346	0.003002	-7867.219
724	0.005274	0.005406	0.005352	0.002389	0.004654	0.019649	0.007498	0.014872	0.010171	0.009797	0.006291	0.005878	0.003184	-7860.829
725	0.003273	0.00512	0.00521	0.007252	0.004706	0.010394	0.005201	0.01341	0.003887	0.013159	0.008208	0.005779	0.004635	-7885.152
726	0.005497	0.004506	0.004567	0.00555	0.005774	0.033347	0.005973	0.006439	0.016909	0.006871	0.004592	0.004266	0.001387	-7861.302
